ticketId,category,creationDate,device,issueType,priority,severity,status,resolutionDate,customer,resolution_time,creation_day_of_week,creation_month,is_weekend
T4358134,9,2025-01-15 01:30:00,Node-DFW-S8500-XJ135,2,3,2,Closed,2025-01-16 13:00:00,9905110630,35.5,2,1,0
T4358141,9,2025-01-15 01:30:00,AccessPoint-ATL-X1000-VP886,55,3,2,Closed,2025-01-16 09:00:00,9905033957,31.5,2,1,0
T4358146,9,2025-01-15 01:30:00,Firewall-SEA-P7000-QZ141,15,3,2,Closed,2025-01-16 09:00:00,9905110630,31.5,2,1,0
T4358148,9,2025-01-15 01:30:00,Router-BOS-R9000-ZJ137,25,3,2,Closed,2025-01-15 19:24:15,9905110630,17.904166666666665,2,1,0
T4358152,9,2025-01-15 01:35:00,AccessPoint-NYC-M3000-FG425,76,3,2,Closed,2025-01-15 23:29:20,9905110630,21.905555555555555,2,1,0
T4358153,9,2025-01-15 01:35:00,Controller-ATL-T4500-NU319,34,3,2,Closed,2025-01-16 09:00:00,9905110630,31.416666666666668,2,1,0
T4358154,9,2025-01-15 01:35:00,Controller-SEA-V6500-RQ123,27,3,2,Closed,2025-01-15 22:15:12,9905110630,20.67,2,1,0
T4358156,9,2025-01-15 01:35:00,Gateway-LAX-S8500-UO250,10,3,2,Closed,2025-01-16 09:00:00,9905110630,31.416666666666668,2,1,0
T4358160,9,2025-01-15 01:35:00,Node-NYC-X1000-OO430,7,3,2,Closed,2025-01-16 09:00:00,9905110630,31.416666666666668,2,1,0
T4358162,9,2025-01-15 01:35:00,Gateway-LAX-C5000-OL610,64,3,2,Closed,2025-01-16 09:00:00,9902641725,31.416666666666668,2,1,0
T4358163,9,2025-01-15 01:35:00,Modem-ATL-T4500-IZ875,96,3,2,Closed,2025-01-16 09:00:00,9905110630,31.416666666666668,2,1,0
T4358169,3,2025-01-15 01:45:00,Router-MIA-M3000-QE210,127,3,2,Closed,2025-01-18 09:00:00,9906420949,31.083333333333332,2,1,0
T4358226,9,2025-01-15 03:35:00,Switch-SEA-M3000-NP784,374,3,2,Closed,2025-01-16 00:27:58,9902641725,20.88277777777778,2,1,0
T4358293,9,2025-01-15 06:30:00,Node-SEA-Z2500-TG912,25,3,2,Closed,2025-01-16 09:00:00,9907339680,26.5,2,1,0
T4358320,2,2025-01-15 07:20:00,Gateway-DEN-X1000-IX689,53,3,2,Closed,2025-01-16 14:00:00,9907437969,30.666666666666668,2,1,0
T4358341,2,2025-01-15 08:10:00,Router-LAX-S8500-HR568,52,3,2,Closed,2025-01-16 16:00:00,9902384881,31.833333333333332,2,1,0
T4358372,2,2025-01-15 09:20:00,Switch-NYC-P7000-OT177,330,3,2,Closed,2025-01-16 12:00:00,9902384875,26.666666666666668,2,1,0
T4358397,9,2025-01-15 10:10:00,Node-SEA-P7000-IN646,197,3,2,Closed,2025-01-16 12:00:00,9905033957,25.833333333333332,2,1,0
T4358403,9,2025-01-15 10:20:00,Router-BOS-P7000-OH881,361,3,2,Closed,2025-01-16 09:00:00,9905221161,22.666666666666668,2,1,0
T4358430,5,2025-01-15 11:09:48,Switch-PHX-R9000-UT947,4,3,2,Closed,2025-01-16 14:00:00,9900000004,26.836666666666666,2,1,0
T4358453,9,2025-01-15 11:30:00,Switch-LAX-Z2500-UO391,85,3,2,Closed,2025-01-16 09:00:00,9902641727,21.5,2,1,0
T4358459,9,2025-01-15 11:40:00,Hub-DFW-T4500-CY761,8,3,2,Closed,2025-01-16 17:54:21,9902641727,30.239166666666666,2,1,0
T4358506,5,2025-01-15 13:15:37,Server-NYC-T4500-OW897,65,1,2,Closed,2025-01-15 20:38:52,9904967738,7.3875,2,1,0
T4358507,2,2025-01-15 13:05:00,Router-ATL-S8500-VP132,152,3,2,Closed,2025-01-18 00:31:35,9902384881,59.44305555555555,2,1,0
T4358509,2,2025-01-15 13:05:00,Router-ATL-R9000-YP941,74,3,2,Closed,2025-01-16 15:40:01,9902384875,26.58361111111111,2,1,0
T4358514,2,2025-01-15 13:05:00,Node-NYC-Z2500-ZU953,68,3,2,Closed,2025-01-16 11:28:18,9902384881,22.388333333333332,2,1,0
T4358525,0,2025-01-15 13:27:44,Firewall-SEA-C5000-YD220,81,3,1,Closed,2025-01-17 09:00:00,9904980385,43.53777777777778,2,1,0
T4358543,2,2025-01-15 13:45:00,Router-ATL-S8500-VP132,152,3,2,Closed,2025-01-18 09:00:00,9902384881,31.083333333333332,2,1,0
T4358545,2,2025-01-15 13:45:00,Router-ATL-P7000-WU114,39,3,2,Closed,2025-01-16 18:58:11,9902384881,29.219722222222224,2,1,0
T4358546,2,2025-01-15 13:45:00,Node-NYC-Z2500-ZU953,68,3,2,Closed,2025-01-17 09:00:00,9902384881,43.25,2,1,0
T4358549,9,2025-01-15 13:50:00,Switch-LAX-R9000-DL539,361,3,2,Closed,2025-01-16 10:11:28,9905221161,20.357777777777777,2,1,0
T4358552,2,2025-01-15 14:01:25,Hub-CHI-M3000-QB130,83,0,2,Closed,2025-01-16 09:00:00,9905033957,18.976388888888888,2,1,0
T4358556,2,2025-01-14 19:04:54,Firewall-LAX-P7000-IZ626,44,3,2,Closed,2025-01-16 09:00:00,9904980385,37.91833333333334,1,1,0
T4358560,9,2025-01-15 14:08:09,Node-NYC-V6500-ZG910,19,1,2,Closed,2025-01-15 23:38:48,9902641725,9.510833333333334,2,1,0
T4358561,2,2025-01-14 19:04:53,Modem-PHX-R9000-XO517,45,1,1,Closed,2025-01-15 09:00:00,9904980385,13.918611111111112,1,1,0
T4358570,2,2025-01-15 13:18:30,AccessPoint-PHX-S8500-XX800,94,3,2,Closed,2025-01-16 18:32:34,9904980385,29.234444444444446,2,1,0
T4358571,2,2025-01-15 13:16:30,AccessPoint-LAX-P7000-WE451,47,0,2,Closed,2025-01-16 09:00:00,9904980385,19.725,2,1,0
T4358591,2,2025-01-15 14:42:55,Hub-CHI-M3000-QB130,37,3,2,Closed,2025-01-17 09:00:00,9905033957,42.28472222222222,2,1,0
T4358595,2,2025-01-15 14:45:00,Router-ATL-P7000-WU114,39,3,2,Closed,2025-01-17 09:00:00,9902384881,42.25,2,1,0
T4358611,2,2025-01-15 15:14:47,Router-PHX-X1000-DE234,6,3,2,Closed,2025-01-17 09:00:00,9905033957,41.75361111111111,2,1,0
T4358612,2,2025-01-15 15:14:48,Firewall-DEN-X1000-GK534,6,3,2,Closed,2025-01-17 09:00:00,9905033957,41.75333333333333,2,1,0
T4358615,2,2025-01-15 15:15:00,Switch-BOS-P7000-XR905,393,3,2,Closed,2025-01-17 09:00:00,9902368075,41.75,2,1,0
T4358628,9,2025-01-15 15:35:00,Controller-LAX-P7000-CT560,32,3,2,Closed,2025-01-17 09:00:00,9902641725,41.416666666666664,2,1,0
T4358730,9,2025-01-15 18:59:04,AccessPoint-NYC-X1000-LS152,88,1,2,Closed,2025-01-16 02:08:20,9905033957,7.154444444444445,2,1,0
T4358778,2,2025-01-15 22:05:00,Router-SEA-S8500-FG777,74,3,2,Closed,2025-01-17 00:14:34,9902384881,26.159444444444443,2,1,0
T4358794,9,2025-01-15 22:15:00,AccessPoint-SEA-Z2500-BN509,60,3,2,Closed,2025-01-17 09:00:00,9905095026,34.75,2,1,0
T4358811,9,2025-01-15 23:20:00,Router-BOS-R9000-ZJ137,25,3,2,Closed,2025-01-17 09:00:00,9905110630,33.666666666666664,2,1,0
T4358822,9,2025-01-16 00:00:00,Router-BOS-R9000-ZJ137,25,3,2,Closed,2025-01-17 09:00:00,9905110630,33.0,3,1,0
T4358865,9,2025-01-16 01:34:39,Router-DEN-V6500-ZE861,266,3,2,Closed,2025-01-17 09:00:00,9905033957,31.4225,3,1,0
T4358875,9,2025-01-16 02:07:25,Switch-PHX-X1000-FV616,10,3,2,Closed,2025-01-17 09:00:00,9905033957,30.87638888888889,3,1,0
T4358936,9,2025-01-16 04:10:00,Switch-CHI-Z2500-VH112,38,3,2,Closed,2025-01-17 07:31:21,9905033957,27.355833333333333,3,1,0
T4359024,9,2025-01-16 08:00:00,Firewall-DEN-R9000-EL873,3,3,2,Closed,2025-01-18 09:00:00,9911286299,49.0,3,1,0
T4359029,9,2025-01-16 08:18:09,Switch-CHI-V6500-MS397,87,1,2,Closed,2025-01-16 15:00:00,9902641725,6.6975,3,1,0
T4359066,2,2025-01-16 09:32:33,Controller-LAX-S8500-IB588,186,0,2,Closed,2025-01-16 15:00:00,9902642581,5.4575,3,1,0
T4359087,9,2025-01-16 10:00:00,Modem-LAX-X1000-GP671,64,1,2,Closed,2025-01-17 09:00:00,9907339680,23.0,3,1,0
T4359104,9,2025-01-16 10:13:57,Controller-DFW-S8500-JK126,201,0,2,Closed,2025-01-16 17:43:21,9911286299,7.49,3,1,0
T4359165,5,2025-01-16 14:24:15,Switch-PHX-R9000-UT947,4,3,2,Closed,2025-01-17 18:33:12,9900000004,28.149166666666666,3,1,0
T4359328,2,2025-01-16 12:04:30,AccessPoint-PHX-S8500-XX800,253,3,2,Closed,2025-01-18 12:44:58,9904980385,48.67444444444445,3,1,0
T4359330,2,2025-01-16 12:05:30,AccessPoint-PHX-S8500-XX800,130,1,2,Closed,2025-01-17 12:00:00,9904980385,23.908333333333335,3,1,0
T4359365,9,2025-01-16 12:55:37,Gateway-BOS-M3000-LU797,81,1,2,Closed,2025-01-17 09:00:00,9905033957,20.073055555555555,3,1,0
T4359373,9,2025-01-16 13:47:09,Switch-DFW-S8500-KC271,81,1,2,Closed,2025-01-17 09:00:00,9905033957,19.214166666666667,3,1,0
T4359380,9,2025-01-16 14:32:42,Node-NYC-X1000-NA332,374,1,2,Closed,2025-01-17 09:00:00,9905111638,18.455,3,1,0
T4359386,9,2025-01-16 15:45:07,Router-PHX-P7000-SX421,227,1,2,Closed,2025-01-17 09:00:00,9905033957,17.248055555555556,3,1,0
T4359391,9,2025-01-16 17:04:30,Router-DEN-X1000-YA761,54,1,2,Closed,2025-01-17 09:00:00,9911286299,15.925,3,1,0
T4359407,9,2025-01-16 19:17:28,Firewall-BOS-X1000-QX279,45,1,2,Closed,2025-01-17 09:00:00,9905111876,13.70888888888889,3,1,0
T4359423,9,2025-01-16 19:54:04,Router-BOS-P7000-DF456,89,1,2,Closed,2025-01-17 09:00:00,9902384877,13.098888888888888,3,1,0
T4359413,9,2025-01-16 19:54:34,Switch-CHI-P7000-TZ372,89,1,2,Closed,2025-01-17 09:00:00,9905033957,13.090555555555556,3,1,0
T4359445,2,2025-01-16 20:20:00,Router-PHX-Z2500-QA272,97,3,2,Closed,2025-01-18 09:00:00,9902384881,36.666666666666664,3,1,0
T4359505,9,2025-01-17 05:00:03,Hub-CHI-X1000-ZQ836,90,1,2,Closed,2025-01-17 16:00:00,9902641725,10.999166666666667,4,1,0
T4359585,2,2025-01-17 13:25:00,Hub-BOS-S8500-FZ661,274,3,2,Closed,2025-01-19 12:00:00,9902368075,46.583333333333336,4,1,0
T4359583,2,2025-01-17 13:25:00,Controller-NYC-T4500-VI353,131,3,2,Closed,2025-01-19 15:00:00,9902368075,49.583333333333336,4,1,0
T4359588,2,2025-01-17 13:25:00,Hub-SEA-M3000-LA460,255,3,2,Closed,2025-01-19 11:00:00,9902368075,45.583333333333336,4,1,0
T4359584,2,2025-01-17 13:25:00,Server-MIA-S8500-HP812,195,3,2,Closed,2025-01-18 18:34:02,9902368075,29.150555555555556,4,1,0
T4359589,2,2025-01-17 13:30:00,Node-SEA-Z2500-BE853,51,3,2,Closed,2025-01-18 15:00:00,9902384881,25.5,4,1,0
T4359590,2,2025-01-17 13:30:00,Firewall-PHX-R9000-KB498,88,3,2,Closed,2025-01-18 16:00:00,9902368075,26.5,4,1,0
T4359604,2,2025-01-17 13:30:00,Router-PHX-X1000-GT742,90,3,2,Closed,2025-01-18 13:00:00,9902394348,23.5,4,1,0
T4359601,2,2025-01-17 13:25:00,Hub-SEA-Z2500-IK918,20,3,2,Closed,2025-01-18 09:00:00,9902453662,19.583333333333332,4,1,0
T4359611,2,2025-01-17 13:25:00,Firewall-MIA-P7000-MQ310,78,3,2,Closed,2025-01-18 12:00:00,9907437969,22.583333333333332,4,1,0
T4359619,2,2025-01-17 13:35:00,Modem-ATL-C5000-WM601,350,3,2,Closed,2025-01-18 09:00:00,9902384881,19.416666666666668,4,1,0
T4359620,2,2025-01-17 13:30:00,Controller-PHX-T4500-IC810,77,3,2,Closed,2025-01-18 12:22:36,9902384881,22.876666666666665,4,1,0
T4359577,2,2025-01-17 13:10:00,Controller-CHI-R9000-HE841,74,3,2,Closed,2025-01-18 11:32:36,9902368075,22.376666666666665,4,1,0
T4359626,2,2025-01-17 13:30:00,Hub-DFW-V6500-AD937,97,3,2,Closed,2025-01-19 09:00:00,9902368075,43.5,4,1,0
T4359628,2,2025-01-17 13:30:00,Switch-MIA-S8500-FX614,6,3,2,Closed,2025-01-18 16:00:00,9902384875,26.5,4,1,0
T4359602,2,2025-01-17 13:25:00,Firewall-MIA-S8500-CU374,109,3,2,Closed,2025-01-19 09:00:00,9902384881,43.583333333333336,4,1,0
T4359595,2,2025-01-17 13:30:00,Modem-SEA-Z2500-SV354,47,3,2,Closed,2025-01-19 01:28:43,9902453662,35.978611111111114,4,1,0
T4359599,2,2025-01-17 13:25:00,Server-PHX-S8500-XD982,22,3,2,Closed,2025-01-18 09:39:36,9902384881,20.243333333333332,4,1,0
T4359593,2,2025-01-17 13:30:00,Router-BOS-C5000-CO965,19,3,2,Closed,2025-01-18 13:55:07,9902384875,24.41861111111111,4,1,0
T4359594,2,2025-01-17 13:30:00,Node-ATL-C5000-EO376,90,3,2,Closed,2025-01-18 18:46:11,9902453662,29.26972222222222,4,1,0
T4359614,2,2025-01-17 13:35:00,Server-ATL-P7000-RU762,75,3,2,Closed,2025-01-18 13:00:00,9902384881,23.416666666666668,4,1,0
T4359612,2,2025-01-17 13:35:00,Hub-DEN-Z2500-OP936,36,3,2,Closed,2025-01-19 09:00:00,9902384875,43.416666666666664,4,1,0
T4359606,2,2025-01-17 13:30:00,Modem-ATL-T4500-BO839,6,3,2,Closed,2025-01-18 15:00:00,9902453662,25.5,4,1,0
T4359607,2,2025-01-17 13:25:00,Router-DEN-R9000-WO152,92,3,2,Closed,2025-01-18 23:50:00,9902384881,34.416666666666664,4,1,0
T4359615,2,2025-01-17 13:30:00,Switch-NYC-M3000-BL637,3,3,2,Closed,2025-01-19 09:00:00,9902384881,43.5,4,1,0
T4359622,2,2025-01-17 13:30:00,Switch-NYC-S8500-GR963,38,3,2,Closed,2025-01-18 17:54:01,9902384875,28.400277777777777,4,1,0
T4359627,2,2025-01-17 13:30:00,Router-NYC-Z2500-DU745,199,3,2,Closed,2025-01-19 09:00:00,9902384881,43.5,4,1,0
T4359636,2,2025-01-17 13:35:00,Controller-PHX-R9000-VU268,24,3,2,Closed,2025-01-18 12:00:00,9902384881,22.416666666666668,4,1,0
T4359623,2,2025-01-17 13:30:00,Modem-DFW-Z2500-CL751,189,3,2,Closed,2025-01-19 09:00:00,9902368075,43.5,4,1,0
T4359631,2,2025-01-17 13:30:00,Modem-DFW-M3000-TD227,213,3,2,Closed,2025-01-19 07:48:43,9902453662,42.31194444444444,4,1,0
T4359625,2,2025-01-17 13:30:00,Router-DFW-M3000-GN202,295,3,2,Closed,2025-01-19 09:00:00,9902384881,43.5,4,1,0
T4359630,2,2025-01-17 13:30:00,Modem-BOS-R9000-JQ905,9,3,2,Closed,2025-01-19 09:00:00,9902368075,43.5,4,1,0
T4359640,2,2025-01-17 13:40:00,Server-LAX-M3000-OE248,78,3,2,Closed,2025-01-18 12:00:00,9902453662,22.333333333333332,4,1,0
T4359632,2,2025-01-17 13:35:00,Node-CHI-V6500-UV435,37,3,2,Closed,2025-01-19 09:00:00,9902453662,43.416666666666664,4,1,0
T4359647,2,2025-01-17 13:45:00,Router-ATL-X1000-UM513,196,3,2,Closed,2025-01-19 09:00:00,9902368075,43.25,4,1,0
T4359658,2,2025-01-17 13:55:00,AccessPoint-DFW-P7000-EZ941,30,3,2,Closed,2025-01-19 09:00:00,9907437969,43.083333333333336,4,1,0
T4359666,2,2025-01-17 13:55:00,Controller-MIA-S8500-DR605,334,3,2,Closed,2025-01-18 14:00:00,9902368075,24.083333333333332,4,1,0
T4359644,2,2025-01-17 13:40:00,Modem-ATL-V6500-GA219,65,3,2,Closed,2025-01-18 16:00:00,9902453662,26.333333333333332,4,1,0
T4359635,2,2025-01-17 13:35:00,AccessPoint-SEA-R9000-RS612,49,3,2,Closed,2025-01-19 09:00:00,9902384881,43.416666666666664,4,1,0
T4359659,2,2025-01-17 13:55:00,AccessPoint-PHX-M3000-UR639,80,3,2,Closed,2025-01-19 09:00:00,9902384881,43.083333333333336,4,1,0
T4359663,2,2025-01-17 13:55:00,Firewall-MIA-C5000-ZX166,7,3,2,Closed,2025-01-18 17:00:00,9902368075,27.083333333333332,4,1,0
T4359671,2,2025-01-17 13:55:00,Controller-ATL-P7000-XY890,85,3,2,Closed,2025-01-18 15:00:00,9902368075,25.083333333333332,4,1,0
T4359675,2,2025-01-17 13:55:00,Gateway-NYC-X1000-RL419,299,3,2,Closed,2025-01-19 09:00:00,9902368075,43.083333333333336,4,1,0
T4359652,2,2025-01-17 13:45:00,Modem-DEN-P7000-LV777,81,3,2,Closed,2025-01-18 13:27:50,9902384881,23.71388888888889,4,1,0
T4359651,2,2025-01-17 13:45:00,Controller-SEA-C5000-TZ671,39,3,2,Closed,2025-01-19 09:00:00,9902368075,43.25,4,1,0
T4359677,2,2025-01-17 14:00:00,Firewall-BOS-Z2500-IJ168,10,3,2,Closed,2025-01-18 11:52:47,9902384875,21.879722222222224,4,1,0
T4359686,2,2025-01-17 14:10:00,Node-PHX-P7000-YH274,74,3,2,Closed,2025-01-18 09:00:00,9902384881,18.833333333333332,4,1,0
T4359684,2,2025-01-17 14:10:00,Node-ATL-X1000-NB131,66,3,2,Closed,2025-01-19 09:00:00,9902368075,42.833333333333336,4,1,0
T4359685,2,2025-01-17 14:05:00,Server-DFW-R9000-TG281,96,3,2,Closed,2025-01-19 09:00:00,9902368075,42.916666666666664,4,1,0
T4359654,2,2025-01-17 13:55:00,Hub-MIA-S8500-BA292,252,3,2,Closed,2025-01-19 09:00:00,9902384881,43.083333333333336,4,1,0
T4359672,2,2025-01-17 13:55:00,Gateway-NYC-C5000-QP802,12,3,2,Closed,2025-01-18 12:00:00,9902384881,22.083333333333332,4,1,0
T4359687,2,2025-01-17 14:15:00,Server-ATL-S8500-JM115,77,3,2,Closed,2025-01-18 14:00:00,9902368075,23.75,4,1,0
T4359692,9,2025-01-17 14:35:38,Server-DEN-R9000-RT553,80,1,2,Closed,2025-01-18 09:00:00,9905095026,18.406111111111112,4,1,0
T4359668,2,2025-01-17 13:55:00,Modem-NYC-M3000-UY648,97,3,2,Closed,2025-01-18 19:10:04,9902368075,29.25111111111111,4,1,0
T4359694,2,2025-01-17 14:30:00,Modem-CHI-X1000-QN336,72,3,2,Closed,2025-01-18 17:00:00,9902384881,26.5,4,1,0
T4359699,2,2025-01-17 14:45:00,Hub-SEA-Z2500-WR602,98,3,2,Closed,2025-01-19 09:00:00,9902384881,42.25,4,1,0
T4359683,2,2025-01-17 14:05:00,Hub-PHX-V6500-VT728,321,3,2,Closed,2025-01-19 09:00:00,9902453662,42.916666666666664,4,1,0
T4359688,2,2025-01-17 14:25:00,Firewall-LAX-T4500-WX370,3,3,2,Closed,2025-01-19 03:40:28,9902384881,37.257777777777775,4,1,0
T4359696,2,2025-01-17 14:35:00,Firewall-DFW-C5000-QQ259,29,3,2,Closed,2025-01-18 14:00:00,9902384875,23.416666666666668,4,1,0
T4359714,2,2025-01-17 15:20:00,Gateway-DEN-V6500-OW933,45,3,2,Closed,2025-01-19 09:00:00,9902368075,41.666666666666664,4,1,0
T4359802,9,2025-01-17 17:20:00,Router-SEA-X1000-UY918,305,3,2,Closed,2025-01-19 09:00:00,9907339680,39.666666666666664,4,1,0
T4359813,9,2025-01-17 17:25:00,Switch-ATL-R9000-NQ322,60,3,2,Closed,2025-01-19 09:00:00,9905095026,39.583333333333336,4,1,0
T4359850,2,2025-01-17 17:45:00,Gateway-MIA-P7000-KV268,93,3,2,Closed,2025-01-18 21:21:25,9902384881,27.606944444444444,4,1,0
T4359851,2,2025-01-17 17:45:00,Switch-DFW-Z2500-SH944,259,3,2,Closed,2025-01-19 09:00:00,9902384875,39.25,4,1,0
T4359853,9,2025-01-17 17:55:00,Switch-SEA-R9000-ET688,60,3,2,Closed,2025-01-18 15:47:08,9905095026,21.86888888888889,4,1,0
T4359857,9,2025-01-17 18:05:00,Server-PHX-M3000-FZ724,49,3,2,Closed,2025-01-19 06:16:40,9905033957,36.19444444444444,4,1,0
T4359864,2,2025-01-17 18:10:00,Modem-PHX-T4500-RM458,107,3,2,Closed,2025-01-21 09:00:00,9902368075,31.083333333333332,4,1,0
T4359878,9,2025-01-17 18:23:57,Switch-PHX-R9000-DE796,330,3,2,Closed,2025-01-18 17:00:00,9905033957,22.600833333333334,4,1,0
T4359939,2,2025-01-17 19:45:00,Node-SEA-X1000-NF840,84,3,2,Closed,2025-01-18 15:53:43,9902384881,20.14527777777778,4,1,0
T4359949,2,2025-01-17 20:05:00,Gateway-DFW-X1000-FE661,67,3,2,Closed,2025-01-19 09:00:00,9902384875,36.916666666666664,4,1,0
T4360326,9,2025-01-17 23:47:59,Switch-DFW-S8500-KC271,81,1,2,Closed,2025-01-18 09:00:00,9905033957,9.200277777777778,4,1,0
T4360601,9,2025-01-18 06:15:00,Hub-CHI-M3000-GJ983,68,3,2,Closed,2025-01-19 04:23:37,9905110630,22.14361111111111,5,1,1
T4360717,9,2025-01-18 09:25:00,Node-LAX-T4500-QO172,88,3,2,Closed,2025-01-19 09:00:00,9911286299,23.583333333333332,5,1,1
T4360808,2,2025-01-18 12:55:00,Node-CHI-P7000-PT746,78,3,2,Closed,2025-01-19 17:00:00,9902453662,28.083333333333332,5,1,1
T4360816,9,2025-01-18 13:24:21,Switch-PHX-R9000-DE796,330,3,2,Closed,2025-01-19 14:23:56,9905033957,24.993055555555557,5,1,1
T4360818,9,2025-01-18 13:25:00,Switch-SEA-V6500-UZ104,44,3,2,Closed,2025-01-20 09:00:00,9907339680,43.583333333333336,5,1,1
T4360861,2,2025-01-18 14:05:00,Controller-BOS-X1000-IZ238,90,3,2,Closed,2025-01-20 09:00:00,9902394348,42.916666666666664,5,1,1
T4360930,2,2025-01-18 16:00:00,Router-SEA-M3000-QH433,6,3,2,Closed,2025-01-20 01:02:28,9902384881,33.041111111111114,5,1,1
T4360931,2,2025-01-18 16:00:00,Gateway-PHX-Z2500-RI988,49,3,2,Closed,2025-01-20 09:00:00,9902394348,41.0,5,1,1
T4360936,2,2025-01-18 16:05:00,Hub-MIA-T4500-KT717,70,3,2,Closed,2025-01-19 16:38:39,9902384881,24.560833333333335,5,1,1
T4360955,2,2025-01-18 16:35:00,Hub-SEA-Z2500-ZB840,103,3,2,Closed,2025-01-21 09:00:00,9902384875,64.41666666666667,5,1,1
T4360954,2,2025-01-18 16:35:00,Server-DFW-V6500-VL329,90,3,2,Closed,2025-01-20 09:00:00,9902384881,40.416666666666664,5,1,1
T4360969,2,2025-01-18 17:05:00,Firewall-ATL-R9000-AE635,5,3,2,Closed,2025-01-20 09:00:00,9902368075,39.916666666666664,5,1,1
T4360970,2,2025-01-18 17:15:00,Router-LAX-C5000-AM312,42,3,2,Closed,2025-01-20 03:06:22,9902384881,33.85611111111111,5,1,1
T4360971,2,2025-01-18 17:15:00,Switch-SEA-V6500-UC935,58,3,2,Closed,2025-01-20 09:00:00,9902384881,39.75,5,1,1
T4360981,2,2025-01-18 17:25:00,Node-MIA-P7000-UA233,48,3,2,Closed,2025-01-20 09:00:00,9902384881,39.583333333333336,5,1,1
T4361009,9,2025-01-18 18:31:13,Switch-ATL-R9000-CN494,269,1,2,Closed,2025-01-19 09:00:00,9902641725,14.479722222222222,5,1,1
T4361018,2,2025-01-18 18:55:00,Node-BOS-S8500-LA635,74,3,2,Closed,2025-01-20 09:00:00,9902384881,38.083333333333336,5,1,1
T4361051,9,2025-01-18 20:20:00,Node-LAX-V6500-ME279,61,3,2,Closed,2025-01-20 09:00:00,9911286299,36.666666666666664,5,1,1
T4361084,9,2025-01-18 21:34:38,Node-CHI-Z2500-XD437,81,1,2,Closed,2025-01-19 09:00:00,9902641725,11.422777777777778,5,1,1
T4361207,9,2025-01-19 02:04:24,Server-CHI-M3000-RV599,266,3,2,Closed,2025-01-20 09:00:00,9905033957,30.926666666666666,6,1,1
T4361248,9,2025-01-19 03:59:40,Firewall-SEA-V6500-IH684,266,3,2,Closed,2025-01-20 09:00:00,9905033957,29.005555555555556,6,1,1
T4361250,9,2025-01-19 03:59:38,Switch-BOS-X1000-VX941,266,3,2,Closed,2025-01-20 09:00:00,9905033957,29.00611111111111,6,1,1
T4361253,9,2025-01-19 04:07:43,Firewall-ATL-C5000-TI620,266,3,2,Closed,2025-01-20 17:00:00,9905033957,36.87138888888889,6,1,1
T4361266,9,2025-01-19 04:35:00,Controller-BOS-M3000-TS517,324,3,2,Closed,2025-01-21 09:00:00,9902641727,52.416666666666664,6,1,1
T4361268,9,2025-01-19 04:44:06,Gateway-DFW-M3000-YX507,266,3,2,Closed,2025-01-20 12:00:00,9905033957,31.265,6,1,1
T4361269,9,2025-01-19 04:44:07,Router-LAX-V6500-QY832,266,3,2,Closed,2025-01-20 12:00:00,9905033957,31.264722222222222,6,1,1
T4361327,2,2025-01-19 06:25:00,Controller-CHI-R9000-MX407,11,3,2,Closed,2025-01-20 09:00:00,9902384875,26.583333333333332,6,1,1
T4361332,2,2025-01-19 06:35:00,Router-ATL-S8500-EZ420,69,3,2,Closed,2025-01-20 09:00:00,9902384881,26.416666666666668,6,1,1
T4361397,2,2025-01-19 08:50:00,Controller-CHI-M3000-QA957,215,3,2,Closed,2025-01-21 09:00:00,9902384881,48.166666666666664,6,1,1
T4361437,3,2025-01-19 10:15:00,Modem-NYC-R9000-RT805,5,3,2,Closed,2025-01-21 09:00:00,9905096718,46.75,6,1,1
T4361442,3,2025-01-19 10:20:00,Router-CHI-T4500-ML465,92,3,2,Closed,2025-01-21 09:00:00,9905101562,46.666666666666664,6,1,1
T4361703,9,2025-01-19 19:50:00,Gateway-NYC-Z2500-UR949,64,3,2,Closed,2025-01-21 09:00:00,9905491301,37.166666666666664,6,1,1
T4361754,9,2025-01-19 21:50:00,Gateway-NYC-Z2500-UR949,64,3,2,Closed,2025-01-21 03:33:06,9905491301,29.718333333333334,6,1,1
T4361848,2,2025-01-20 01:00:23,Modem-PHX-Z2500-EX296,225,3,2,Closed,2025-01-21 10:00:00,9902545038,32.993611111111115,0,1,0
T4361852,6,2025-01-20 00:59:41,Gateway-BOS-P7000-WW972,213,3,2,Closed,2025-01-22 09:00:00,9902394665,56.00527777777778,0,1,0
T4361868,9,2025-01-20 01:30:00,Node-LAX-R9000-AN807,361,3,2,Closed,2025-01-21 01:48:49,9905095026,24.31361111111111,0,1,0
T4362018,9,2025-01-20 07:10:00,Router-MIA-C5000-RJ272,4,3,2,Closed,2025-01-22 09:00:00,9911286299,49.833333333333336,0,1,0
T4362043,3,2025-01-20 08:10:00,AccessPoint-DEN-X1000-EQ178,32,3,2,Closed,2025-01-21 17:35:15,9905701891,33.420833333333334,0,1,0
T4362052,9,2025-01-20 08:25:00,Router-BOS-C5000-WH310,93,3,2,Closed,2025-01-21 13:00:00,9905033957,28.583333333333332,0,1,0
T4362053,9,2025-01-20 08:25:00,Modem-MIA-T4500-TT368,336,0,2,Closed,2025-01-20 11:06:03,9905033957,2.6841666666666666,0,1,0
T4362063,2,2025-01-20 08:39:25,Server-SEA-R9000-TZ118,294,0,2,Closed,2025-01-20 15:00:00,9907437969,6.343055555555556,0,1,0
